WORK_ID,STATE_ID,STATE_NAME,CONSTITUENCY_ID,CONSTITUENCY,MP_ID,MP_NAME,WORK_CATEGORY,ACTIVITY_NAME,WORK_DESCRIPTION,WORK_STAGE,RECOMMENDED_AMOUNT,SANCTION_AMOUNT,TOTAL_FUND_DISBURSED_AMT,ACTUAL_AMOUNT,PAYMENT_COUNT,UNIQUE_VENDOR_COUNT,FIRST_EXPENDITURE_DATE,LAST_EXPENDITURE_DATE,ACTUAL_END_DATE,STAT_PEER_GROUP,STAT_PEER_COUNT,STAT_PEER_Q1,STAT_PEER_MEDIAN,STAT_PEER_Q3,STAT_PEER_IQR,STAT_LOO_PEER_MEAN_SANCTION,STAT_SANCTION_TO_PEER_MEDIAN,STAT_FINANCIAL_SCORE,STAT_PAYMENT_BEHAVIOR_SCORE,STAT_PAYMENT_SUBSIGNAL_COUNT,STAT_PAYMENT_CORROBORATION_BONUS,STAT_TIMELINE_SCORE,STAT_CATEGORY_COUNT,STAT_DIVERSITY_BONUS,STAT_SCORE,STAT_SEVERITY,STAT_TRIGGER_COUNT,STAT_STRONG_RULE_COUNT,STAT_VERIFICATION_FLAG_COUNT,STAT_CANDIDATE,STAT_FLAGS,STAT_REASONS,STAT_VERIFICATION_NOTES,STAT_SANCTION_ABOVE_PEER_IQR,STAT_SANCTION_EXTREME_PEER_IQR,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN,STAT_PAYMENT_COUNT_OUTLIER,STAT_PAYMENT_COUNT_EXTREME,STAT_VENDOR_COUNT_OUTLIER,STAT_VENDOR_COUNT_EXTREME,STAT_PAYMENT_FREQUENCY_OUTLIER,STAT_PAYMENT_FREQUENCY_EXTREME,STAT_COMPLETION_DURATION_OUTLIER,STAT_COMPLETION_DURATION_EXTREME,STAT_LOW_DATA_COMPLETENESS
291770,33,Uttar Pradesh,448,SALEMPUR,3042526,RAMASHANKAR RAJBHAR,Normal/Others,NA-Street lights,Installation of street light near Kali charan Asthan.Gram Bhagalpur ,Pending for Sanction,309000.0,309000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Street lights,2163,21497.0,21497.0,21497.0,0.0,51526.42460684551,14.37409871144811,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
291772,33,Uttar Pradesh,448,SALEMPUR,3042526,RAMASHANKAR RAJBHAR,Normal/Others,NA-Street lights,Installation of street light in CHC center.Gram Bhagalpur ,Pending for Sanction,309000.0,309000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Street lights,2163,21497.0,21497.0,21497.0,0.0,51526.42460684551,14.37409871144811,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
292797,33,Uttar Pradesh,448,SALEMPUR,3042526,RAMASHANKAR RAJBHAR,Normal/Others,NA-Street lights,Installation of street light infront of Upendra Singh's House.Gram Dharmkhor Karan,Pending for Sanction,309000.0,309000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Street lights,2163,21497.0,21497.0,21497.0,0.0,51526.42460684551,14.37409871144811,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
313337,33,Uttar Pradesh,434,SANT KABIR NAGAR,3042528,LAXMIKANT PAPPU NISHAD,Normal/Others,NA-Street lights,installation of high mask light at various places in Ram nagar block (list attached),Pending for Sanction,22800000.0,22800000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Street lights,2163,21497.0,21497.0,21497.0,0.0,41123.556891766886,1060.6131088058798,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
292858,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 12 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1200000.0,1200000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,276695.652173913,12.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
293688,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 16 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1600000.0,1600000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,273217.39130434784,16.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
295797,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 16 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1600000.0,1600000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,273217.39130434784,16.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
295928,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 08 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,800000.0,800000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,280173.9130434783,8.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
295958,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 12 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1200000.0,1200000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,276695.652173913,12.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296007,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 12 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1200000.0,1200000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,276695.652173913,12.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296011,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 14 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1400000.0,1400000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,274956.52173913043,14.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296015,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 10 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1000000.0,1000000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,278434.7826086957,10.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296024,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 14 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1400000.0,1400000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,274956.52173913043,14.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296025,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 14 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1400000.0,1400000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,274956.52173913043,14.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296026,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 08 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,800000.0,800000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,280173.9130434783,8.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296027,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 06 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,600000.0,600000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,281913.04347826086,6.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296028,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 08 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,800000.0,800000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,280173.9130434783,8.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
296029,33,Uttar Pradesh,495,SULTANPUR,3042530,RAMBHUAL NISHAD,Normal/Others,NA-Purchase of books and periodicals for libraries/digitization of library books,"Regarding releasing the sanctioned amount of Rs. 10 lakhs by uploading the book purchase scheme for the financial year 2026-27 online on Sakshi portal as recommended under MPLADS guidelines on April 1, 2023.",Pending for Sanction,1000000.0,1000000.0,,,,,,,,Uttar Pradesh | Normal/Others | NA-Purchase of books and periodicals for libraries/digitization of library books,116,100000.0,100000.0,100000.0,0.0,278434.7826086957,10.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
313264,32,Uttarakhand,499,GARHWAL,3047111,ANIL BALUNI,Normal/Others,NA-Construction of community centers and community halls,For the construction work of the three storey CSD canteen building in District Pauri,Pending for Sanction,1800000.0,1800000.0,,,,,,,,Uttarakhand | Normal/Others | NA-Construction of community centers and community halls,17,250000.0,250000.0,250000.0,0.0,293750.0,7.2,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
263364,34,West Bengal,536,BARRACKPUR,3042538,PARTHA BHOWMICK,Normal/Others,NA-Development of playfields and sports grounds,Supply and Installation of LED Flood Light at Bankimanjali Stadium. IA - Naihati Municipality,Pending for Sanction,7000000.0,7000000.0,,,,,,,,West Bengal | Normal/Others | NA-Development of playfields and sports grounds,12,885676.5,1000000.0,5100000.0,4214323.5,3742850.272727273,7.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
295405,34,West Bengal,536,BARRACKPUR,3042538,PARTHA BHOWMICK,Normal/Others,NA-Development of playfields and sports grounds,"Construction of a Stadium and Lighting Arrangement at Ramprasad Playground, 08 under Halisahar Municipality (IA - Halisahar Municipality)",Pending for Sanction,6000000.0,6000000.0,,,,,,,,West Bengal | Normal/Others | NA-Development of playfields and sports grounds,12,885676.5,1000000.0,5100000.0,4214323.5,3833759.3636363638,6.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
295406,34,West Bengal,536,BARRACKPUR,3042538,PARTHA BHOWMICK,Normal/Others,NA-Development of playfields and sports grounds,"Construction of a New Gallery at Jonepur Playground, Ward No. 04 under Kancharapara Municipality",Pending for Sanction,6000000.0,6000000.0,,,,,,,,West Bengal | Normal/Others | NA-Development of playfields and sports grounds,12,885676.5,1000000.0,5100000.0,4214323.5,3833759.3636363638,6.0,35,0,0,0,0,1,0,35,MEDIUM,2,1,1,1,STAT_SANCTION_ABOVE_5X_PEER_MEDIAN | STAT_LOW_DATA_COMPLETENESS,Sanction amount is more than 5x the leave-one-out peer median.,Data completeness is within the lowest 10% of the observed dataset; verify source completeness.,0,0,1,0,0,0,0,0,0,0,0,1
232218,20,Madhya Pradesh,226,JABALPUR,3042388,ASHISH DUBEY,Normal/Others,WS/MP18105/2025-2026/232218-Construction of boundary walls of existing public and community buildings,Construction of boundary walls of existing public and community building in Tilak ward.,Physical Inspection,,999999.0,999999.0,999999.0,19.0,14.0,2026-01-05,2026-01-13,,Madhya Pradesh | Normal/Others | WS/MP18105/2025-2026/232218-Construction of boundary walls of existing public and community buildings,1,,,,,,,0,25,3,5,0,1,0,25,LOW,6,1,0,1,STAT_PAYMENT_COUNT_OUTLIER | STAT_PAYMENT_COUNT_EXTREME | STAT_VENDOR_COUNT_OUTLIER | STAT_VENDOR_COUNT_EXTREME | STAT_PAYMENT_FREQUENCY_OUTLIER | STAT_PAYMENT_FREQUENCY_EXTREME,Payment transaction count is in the extreme upper tail of the observed distribution. | Payment transaction count is beyond the 99.5th percentile of the observed distribution. | Unique vendor count is in the extreme upper tail of the observed distribution. | Unique vendor count is beyond the 99.5th percentile of the observed distribution. | Payment frequency is in the extreme upper tail of the observed distribution. | Payment frequency is beyond the 99.5th percentile of the observed distribution.,,0,0,0,1,1,1,1,1,1,0,0,0
232220,20,Madhya Pradesh,226,JABALPUR,3042388,ASHISH DUBEY,Normal/Others,WS/MP18105/2025-2026/232220-Providing drains and gutters for public drainage,Providing drains and gutters for public drainage in Hanuman ward.,Physical Inspection,,999986.0,999986.0,999986.0,18.0,11.0,2026-01-06,2026-01-13,,Madhya Pradesh | Normal/Others | WS/MP18105/2025-2026/232220-Providing drains and gutters for public drainage,1,,,,,,,0,25,3,5,0,1,0,25,LOW,6,1,0,1,STAT_PAYMENT_COUNT_OUTLIER | STAT_PAYMENT_COUNT_EXTREME | STAT_VENDOR_COUNT_OUTLIER | STAT_VENDOR_COUNT_EXTREME | STAT_PAYMENT_FREQUENCY_OUTLIER | STAT_PAYMENT_FREQUENCY_EXTREME,Payment transaction count is in the extreme upper tail of the observed distribution. | Payment transaction count is beyond the 99.5th percentile of the observed distribution. | Unique vendor count is in the extreme upper tail of the observed distribution. | Unique vendor count is beyond the 99.5th percentile of the observed distribution. | Payment frequency is in the extreme upper tail of the observed distribution. | Payment frequency is beyond the 99.5th percentile of the observed distribution.,,0,0,0,1,1,1,1,1,1,0,0,0
203951,1,Punjab,321,BHATINDA,3019127,Smt Harsimrat Kaur Badal,Normal/Others,WS/MP716/2025-2026/203951-Construction of additional rooms and halls in the existing public and community building,Dharamshala (Ramdasiya Sikh),Physical Inspection,398600.0,398600.0,398600.0,398600.0,14.0,14.0,2026-07-02,2026-07-07,,Punjab | Normal/Others | WS/MP716/2025-2026/203951-Construction of additional rooms and halls in the existing public and community building,1,,,,,,,0,25,3,5,0,1,0,25,LOW,6,1,0,1,STAT_PAYMENT_COUNT_OUTLIER | STAT_PAYMENT_COUNT_EXTREME | STAT_VENDOR_COUNT_OUTLIER | STAT_VENDOR_COUNT_EXTREME | STAT_PAYMENT_FREQUENCY_OUTLIER | STAT_PAYMENT_FREQUENCY_EXTREME,Payment transaction count is in the extreme upper tail of the observed distribution. | Payment transaction count is beyond the 99.5th percentile of the observed distribution. | Unique vendor count is in the extreme upper tail of the observed distribution. | Unique vendor count is beyond the 99.5th percentile of the observed distribution. | Payment frequency is in the extreme upper tail of the observed distribution. | Payment frequency is beyond the 99.5th percentile of the observed distribution.,,0,0,0,1,1,1,1,1,1,0,0,0
149558,28,Rajasthan,334,AJMER,3019130,Bhagirath Chaudhary,Normal/Others,WS/MP719/2024-2025/149558-Construction of rooms and halls in school and colleges,Construction of New Hall at Govt Senior Sec School Sandoliya ,Physical Inspection,499583.0,499583.0,499583.0,499583.0,21.0,21.0,2025-02-13,2025-02-17,,Rajasthan | Normal/Others | WS/MP719/2024-2025/149558-Construction of rooms and halls in school and colleges,1,,,,,,,0,25,3,5,0,1,0,25,LOW,6,1,0,1,STAT_PAYMENT_COUNT_OUTLIER | STAT_PAYMENT_COUNT_EXTREME | STAT_VENDOR_COUNT_OUTLIER | STAT_VENDOR_COUNT_EXTREME | STAT_PAYMENT_FREQUENCY_OUTLIER | STAT_PAYMENT_FREQUENCY_EXTREME,Payment transaction count is in the extreme upper tail of the observed distribution. | Payment transaction count is beyond the 99.5th percentile of the observed distribution. | Unique vendor count is in the extreme upper tail of the observed distribution. | Unique vendor count is beyond the 99.5th percentile of the observed distribution. | Payment frequency is in the extreme upper tail of the observed distribution. | Payment frequency is beyond the 99.5th percentile of the observed distribution.,,0,0,0,1,1,1,1,1,1,0,0,0
138076,28,Rajasthan,348,BHARATPUR(SC),3042446,SANJNA JATAV,Normal/Others,"WS/MP18161/2024-2025/138076-Construction of roads, link roads, pathways or any other road with or without drainage system",Interlocking bricks kharanja may nali Nirman karya bugli ke Ghar se Prem jatav ke Makan ki or raIsees work agency GP raIsees,Vendor Identification,400000.0,400000.0,399499.0,,14.0,13.0,2025-02-05,2025-02-10,,"Rajasthan | Normal/Others | WS/MP18161/2024-2025/138076-Construction of roads, link roads, pathways or any other road with or without drainage system",1,,,,,,,0,25,3,5,0,1,0,25,LOW,6,1,0,1,STAT_PAYMENT_COUNT_OUTLIER | STAT_PAYMENT_COUNT_EXTREME | STAT_VENDOR_COUNT_OUTLIER | STAT_VENDOR_COUNT_EXTREME | STAT_PAYMENT_FREQUENCY_OUTLIER | STAT_PAYMENT_FREQUENCY_EXTREME,Payment transaction count is in the extreme upper tail of the observed distribution. | Payment transaction count is beyond the 99.5th percentile of the observed distribution. | Unique vendor count is in the extreme upper tail of the observed distribution. | Unique vendor count is beyond the 99.5th percentile of the observed distribution. | Payment frequency is in the extreme upper tail of the observed distribution. | Payment frequency is beyond the 99.5th percentile of the observed distribution.,,0,0,0,1,1,1,1,1,1,0,0,0
140182,28,Rajasthan,348,BHARATPUR(SC),3042446,SANJNA JATAV,Normal/Others,WS/MP18161/2024-2025/140182-Construction of rooms and halls in school and colleges,shesh baramda nirman karya rajkiya uchcha madhyamik school gram karhi,Vendor Identification,300000.0,300000.0,299535.0,,17.0,17.0,2024-12-27,2024-12-28,,Rajasthan | Normal/Others | WS/MP18161/2024-2025/140182-Construction of rooms and halls in school and colleges,1,,,,,,,0,25,3,5,0,1,0,25,LOW,6,1,0,1,STAT_PAYMENT_COUNT_OUTLIER | STAT_PAYMENT_COUNT_EXTREME | STAT_VENDOR_COUNT_OUTLIER | STAT_VENDOR_COUNT_EXTREME | STAT_PAYMENT_FREQUENCY_OUTLIER | STAT_PAYMENT_FREQUENCY_EXTREME,Payment transaction count is in the extreme upper tail of the observed distribution. | Payment transaction count is beyond the 99.5th percentile of the observed distribution. | Unique vendor count is in the extreme upper tail of the observed distribution. | Unique vendor count is beyond the 99.5th percentile of the observed distribution. | Payment frequency is in the extreme upper tail of the observed distribution. | Payment frequency is beyond the 99.5th percentile of the observed distribution.,,0,0,0,1,1,1,1,1,1,0,0,0
228859,28,Rajasthan,348,BHARATPUR(SC),3042446,SANJNA JATAV,Normal/Others,"WS/MP18161/2025-2026/228859-Construction of roads, link roads, pathways or any other road with or without drainage system",Cc interlocking kharanja construction work with drain from 42 foot road towards pakharia house in village senthra,Physical Inspection,600000.0,600000.0,598857.0,598857.0,20.0,20.0,2026-03-15,2026-03-20,,"Rajasthan | Normal/Others | WS/MP18161/2025-2026/228859-Construction of roads, link roads, pathways or any other road with or without drainage system",1,,,,,,,0,25,3,5,0,1,0,25,LOW,6,1,0,1,STAT_PAYMENT_COUNT_OUTLIER | STAT_PAYMENT_COUNT_EXTREME | STAT_VENDOR_COUNT_OUTLIER | STAT_VENDOR_COUNT_EXTREME | STAT_PAYMENT_FREQUENCY_OUTLIER | STAT_PAYMENT_FREQUENCY_EXTREME,Payment transaction count is in the extreme upper tail of the observed distribution. | Payment transaction count is beyond the 99.5th percentile of the observed distribution. | Unique vendor count is in the extreme upper tail of the observed distribution. | Unique vendor count is beyond the 99.5th percentile of the observed distribution. | Payment frequency is in the extreme upper tail of the observed distribution. | Payment frequency is beyond the 99.5th percentile of the observed distribution.,,0,0,0,1,1,1,1,1,1,0,0,0
